
# OSU MPI Allreduce Latency Test v5.7
# Size       Avg Latency(us)
1000000              1551.46
9000000             15629.99
17000000            33123.67
25000000            46969.53
33000000            58683.58
41000000            78752.86
49000000            84333.19
57000000           101605.79
65000000           121955.96
73000000           138394.43
81000000           143584.60
89000000           154758.35
97000000           190268.33
105000000          206066.91
113000000          208559.22
121000000          220317.37
129000000          222121.91
137000000          267307.42
145000000          274253.55
153000000          294713.06
161000000          321475.73
169000000          400314.31
177000000          342800.61
185000000          404087.13
193000000          407508.69
201000000          404257.24
209000000          412736.08
217000000          419558.73
225000000          473469.82
233000000          441174.10
241000000          503108.57
249000000          559173.62
257000000          615445.05
265000000          591308.77
273000000          529440.41
281000000          530114.71
289000000          683024.52
297000000          615011.86
305000000          625919.28
313000000          629694.14
321000000          656166.72
329000000          683371.55
337000000          690595.71
345000000          664780.91
353000000          677665.43
361000000          649791.89
369000000          672330.26
377000000          686178.74
385000000          706773.82
393000000          714889.83
401000000          761937.89
409000000          848020.95
417000000          854293.96
425000000          856240.64
433000000          891648.56
441000000          893297.76
449000000          870563.00
457000000          935506.82
465000000          896497.45
473000000          920727.63
481000000          932059.58
489000000         1078487.35
497000000         1059210.93
505000000         1071852.31
