# OSU MPI Latency Test v5.7
# Size          Latency (us)
164000                 29.04
165000                 29.12
166000                 29.12
167000                 29.19
168000                 29.35
169000                 29.60
170000                 29.79
171000                 46.36
172000                 27.60
173000                 27.75
174000                 27.81
175000                 29.99
176000                 30.02
177000                 30.13
178000                 30.27
179000                 30.19
180000                 30.26
181000                 29.97
182000                 29.21
183000                 30.01
184000                 29.79
185000                 30.56
186000                 33.89
187000                 42.36
188000                 29.12
189000                 29.14
190000                 30.91
191000                 30.86
192000                 30.78
193000                 30.81
194000                 30.93
195000                 31.06
196000                 31.45
197000                 32.10
198000                 32.20
199000                 32.30
200000                 32.21
201000                 32.29
202000                 47.55
203000                 29.78
204000                 30.19
205000                 30.33
206000                 32.06
207000                 32.84
208000                 32.89
209000                 32.40
210000                 33.04
211000                 33.02
212000                 33.16
213000                 33.37
214000                 33.32
215000                 41.33
216000                 40.54
217000                 32.22
218000                 32.08
219000                 32.98
220000                 34.06
221000                 34.22
222000                 34.55
223000                 34.36
224000                 33.59
225000                 34.72
226000                 34.81
227000                 35.49
228000                 48.70
229000                 32.54
230000                 32.76
231000                 32.91
232000                 35.22
233000                 35.49
234000                 35.85
235000                 35.95
236000                 36.41
237000                 36.20
238000                 36.70
239000                 35.32
240000                 51.02
241000                 33.68
242000                 33.65
243000                 36.08
244000                 36.77
245000                 36.65
246000                 36.70
247000                 36.88
248000                 37.00
249000                 36.90
250000                 36.99
251000                 54.09
252000                 35.16
253000                 35.20
254000                 35.97
255000                 36.81
256000                 36.93
257000                 37.37
258000                 37.52
259000                 37.11
260000                 36.55
261000                 37.93
262000                 43.29
263000                 46.29
264000                 35.73
265000                 35.85
266000                 38.24
267000                 38.76
268000                 38.47
269000                 38.67
270000                 38.53
271000                 38.62
272000                 38.98
273000                 39.18
274000                 53.55
275000                 36.74
276000                 37.78
277000                 39.68
278000                 39.64
279000                 40.01
280000                 40.08
281000                 40.29
282000                 40.47
283000                 54.60
284000                 40.96
285000                 37.87
286000                 38.20
287000                 40.52
288000                 40.35
289000                 40.89
290000                 40.76
291000                 40.92
292000                 41.01
293000                 56.94
294000                 38.37
295000                 38.46
296000                 41.39
297000                 41.35
298000                 41.98
299000                 41.45
300000                 41.67
301000                 41.58
302000                 42.03
303000                 57.90
304000                 38.68
305000                 40.30
306000                 42.67
307000                 42.89
308000                 42.76
309000                 42.99
310000                 43.04
311000                 43.16
312000                 57.34
313000                 40.16
314000                 42.02
315000                 43.50
316000                 43.45
317000                 42.70
318000                 43.72
319000                 43.52
320000                 43.92
321000                 58.34
322000                 40.90
323000                 42.51
324000                 44.47
325000                 44.38
326000                 44.79
327000                 45.27
328000                 45.64
329000                 61.51
330000                 42.28
331000                 42.37
332000                 44.04
333000                 45.35
334000                 45.68
335000                 45.98
336000                 46.25
337000                 46.35
338000                 62.31
339000                 43.06
340000                 43.61
341000                 46.76
342000                 46.45
343000                 46.92
344000                 46.79
345000                 46.63
346000                 46.85
347000                 61.33
348000                 43.09
349000                 45.04
350000                 47.33
351000                 47.70
352000                 47.96
353000                 49.10
354000                 49.11
355000                 63.72
356000                 44.18
357000                 46.27
358000                 46.80
359000                 46.44
360000                 46.60
361000                 46.63
362000                 46.60
363000                 48.61
364000                 50.75
365000                 58.89
366000                 45.23
367000                 47.91
368000                 49.39
369000                 49.52
370000                 49.18
371000                 49.47
372000                 49.83
373000                 65.51
374000                 45.61
375000                 46.66
376000                 49.72
377000                 49.71
378000                 49.41
379000                 49.15
380000                 49.53
381000                 50.04
382000                 64.24
383000                 46.89
384000                 46.63
385000                 48.65
386000                 50.65
387000                 50.72
388000                 50.55
389000                 51.14
390000                 52.79
391000                 66.53
392000                 46.47
393000                 50.44
394000                 51.58
395000                 51.77
396000                 52.06
397000                 52.51
398000                 67.60
399000                 49.18
400000                 50.13
401000                 52.31
402000                 52.68
403000                 52.75
404000                 53.35
405000                 52.85
406000                 62.92
407000                 55.02
408000                 50.05
409000                 53.82
410000                 53.86
411000                 53.72
412000                 54.08
413000                 54.19
414000                 67.04
415000                 51.00
416000                 51.54
417000                 53.99
418000                 54.35
419000                 54.37
420000                 54.95
421000                 55.09
422000                 70.52
423000                 52.37
424000                 52.99
425000                 55.50
426000                 55.97
427000                 56.16
428000                 56.35
429000                 70.87
430000                 52.23
431000                 54.49
432000                 55.98
433000                 56.06
434000                 56.79
435000                 56.43
436000                 63.14
437000                 62.51
438000                 53.38
439000                 56.27
440000                 57.34
441000                 57.68
442000                 57.58
443000                 57.15
444000                 61.38
445000                 63.77
446000                 54.92
447000                 58.15
448000                 58.06
449000                 58.03
450000                 57.94
451000                 71.99
452000                 57.20
453000                 56.69
454000                 58.62
455000                 59.33
456000                 58.85
457000                 58.74
458000                 72.81
459000                 55.77
460000                 58.93
461000                 61.74
462000                 60.56
463000                 59.98
464000                 66.10
465000                 65.52
466000                 57.10
467000                 60.95
468000                 60.01
469000                 60.38
470000                 60.49
471000                 78.92
472000                 58.25
473000                 57.28
474000                 60.04
475000                 60.11
476000                 61.70
477000                 61.41
478000                 75.48
479000                 56.78
480000                 61.27
481000                 62.51
482000                 61.60
483000                 62.29
484000                 61.31
485000                 74.29
486000                 59.52
487000                 62.80
488000                 62.95
489000                 62.73
490000                 63.31
491000                 79.94
492000                 59.88
493000                 63.49
494000                 63.95
495000                 63.65
496000                 64.53
497000                 80.14
498000                 60.90
499000                 63.05
500000                 63.64
501000                 63.62
502000                 65.60
503000                 64.49
504000                 78.92
505000                 61.08
506000                 64.37
507000                 64.48
508000                 64.92
509000                 65.65
510000                 79.94
511000                 59.87
512000                 60.57
513000                 66.11
514000                 64.30
515000                 66.21
516000                 64.80
517000                 81.55
518000                 61.29
519000                 62.33
520000                 66.59
521000                 65.83
522000                 65.59
523000                 66.44
524000                 79.26
525000                 62.89
526000                 64.91
527000                 65.93
528000                 66.84
529000                 68.21
530000                 81.33
531000                 61.92
532000                 65.71
533000                 65.74
534000                 67.31
535000                 68.05
536000                 66.30
537000                 78.85
538000                 64.45
539000                 67.27
540000                 67.91
541000                 68.04
542000                 68.43
543000                 81.37
544000                 64.25
545000                 68.43
546000                 68.06
547000                 66.23
548000                 67.56
549000                 81.80
550000                 65.05
551000                 68.16
552000                 67.32
553000                 69.54
554000                 70.40
555000                 81.95
556000                 64.41
557000                 67.97
558000                 69.19
559000                 70.13
560000                 70.49
561000                 81.55
562000                 64.28
563000                 70.29
564000                 69.92
565000                 70.55
566000                 70.11
567000                 83.81
568000                 65.73
569000                 70.70
570000                 71.14
571000                 71.16
572000                 85.41
573000                 65.42
574000                 71.78
575000                 70.07
576000                 71.40
577000                 69.19
578000                 69.87
579000                 84.77
580000                 66.50
581000                 70.40
582000                 68.96
583000                 69.14
584000                 69.96
585000                 69.19
586000                 71.83
587000                 86.67
588000                 67.01
589000                 68.74
590000                 68.97
591000                 69.45
592000                 69.77
593000                 69.44
594000                 70.12
595000                 70.21
596000                 85.83
597000                 67.02
598000                 69.47
599000                 71.34
600000                 71.42
601000                 71.51
602000                 72.86
603000                 75.09
604000                 88.76
605000                 69.74
606000                 74.17
607000                 74.64
608000                 73.06
609000                 91.79
610000                 68.64
611000                 73.54
612000                 75.20
613000                 74.66
614000                 75.79
615000                 86.81
616000                 68.88
617000                 74.72
618000                 76.06
619000                 77.61
620000                 91.36
621000                 70.12
622000                 74.40
623000                 76.75
624000                 75.08
625000                 75.59
626000                 75.79
627000                 85.10
628000                 73.21
629000                 79.29
630000                 76.72
631000                 78.05
632000                 88.56
633000                 70.57
634000                 75.44
635000                 76.66
636000                 77.87
637000                 92.22
638000                 71.87
639000                 77.04
640000                 79.59
641000                 76.42
642000                 75.74
643000                 89.80
644000                 75.11
645000                 76.46
646000                 77.28
647000                 77.52
648000                 78.34
649000                 92.36
650000                 75.87
651000                 77.90
652000                 78.69
653000                 79.02
654000                 79.57
655000                 92.92
656000                 75.10
657000                 78.19
658000                 78.73
659000                 78.72
660000                 78.30
661000                 90.48
662000                 77.98
663000                 79.13
664000                 78.33
665000                 78.88
666000                 93.74
667000                 73.99
668000                 78.72
669000                 80.56
670000                 81.14
671000                 96.13
672000                 75.08
673000                 79.04
674000                 81.22
675000                 81.33
676000                 95.21
677000                 74.95
678000                 78.08
679000                 81.55
680000                 80.99
681000                 81.78
682000                 94.58
683000                 76.31
684000                 80.04
685000                 81.82
686000                 81.78
687000                 81.11
688000                 95.54
689000                 79.44
690000                 83.15
691000                 81.85
692000                 83.29
693000                 93.47
694000                 81.64
695000                 82.24
696000                 82.24
697000                 80.60
698000                 96.35
699000                 78.18
700000                 83.14
701000                 83.25
702000                 83.39
703000                 98.01
704000                 81.65
705000                 83.05
706000                 82.88
707000                 82.80
708000                 94.99
709000                 78.00
710000                 83.94
711000                 83.47
712000                 83.79
713000                 83.06
714000                 93.34
715000                 80.93
716000                 84.46
717000                 84.85
718000                 98.98
719000                 80.04
720000                 84.41
721000                 85.23
722000                 84.89
723000                 86.59
724000                 93.29
725000                 83.84
726000                 86.06
727000                 85.68
728000                 87.43
729000                 98.72
730000                 83.51
731000                 85.64
732000                 86.72
733000                 99.45
734000                 81.01
735000                 85.11
736000                 84.58
737000                 87.61
738000                105.09
739000                 80.70
740000                 86.82
741000                 87.29
742000                 86.03
743000                102.90
744000                 84.08
745000                 86.97
746000                 86.69
747000                 88.03
748000                 87.80
749000                 99.86
750000                 85.02
751000                 89.94
752000                 89.77
753000                 86.00
754000                101.00
755000                 84.03
756000                 88.27
757000                 87.31
758000                 88.59
759000                 98.00
760000                 90.16
761000                 87.87
762000                 90.24
763000                 89.41
764000                103.45
765000                 86.25
766000                 91.56
767000                 90.64
768000                 89.21
769000                104.89
770000                 87.83
771000                 89.34
772000                 91.70
773000                 90.71
774000                 87.86
775000                103.52
776000                 88.87
777000                 89.68
778000                 89.53
779000                 91.94
780000                107.95
781000                 87.17
782000                 89.21
783000                 90.99
784000                 91.10
785000                 91.14
786000                106.86
787000                 90.95
788000                 90.76
789000                 89.88
790000                 91.92
791000                104.88
792000                 85.27
793000                 90.46
794000                 93.38
795000                 92.50
796000                105.79
797000                 87.43
798000                 92.60
799000                 93.51
800000                105.70
801000                 91.43
802000                 93.17
803000                 92.77
804000                 93.09
805000                103.56
806000                 92.67
807000                 94.28
808000                 95.32
809000                 92.34
810000                102.08
811000                 92.58
812000                 95.97
813000                 97.31
814000                106.40
815000                 93.57
816000                 94.49
817000                 93.89
818000                109.90
819000                 88.86
820000                 96.87
821000                 95.55
822000                 97.03
823000                104.74
824000                 94.39
825000                 97.02
826000                 96.99
827000                110.45
828000                 93.33
829000                 97.45
830000                 97.84
831000                111.60
832000                 92.52
833000                 97.06
834000                 97.77
835000                 96.02
836000                107.56
837000                 96.05
838000                 98.82
839000                 99.31
840000                116.96
841000                 90.50
842000                 98.26
843000                 97.86
844000                114.57
845000                 94.29
846000                100.12
847000                 99.82
848000                112.49
849000                 94.11
850000                 98.95
851000                102.50
852000                113.85
853000                 95.06
854000                100.55
855000                100.59
856000                114.74
857000                 99.11
858000                100.48
859000                101.81
860000                109.42
861000                101.46
862000                103.52
863000                113.78
864000                 95.11
865000                100.03
866000                100.18
867000                118.73
868000                 95.61
869000                100.38
870000                100.52
871000                115.24
872000                101.06
873000                104.40
874000                103.60
875000                113.72
876000                 97.05
877000                101.95
878000                101.16
879000                118.84
880000                 99.57
881000                101.74
882000                101.37
883000                102.12
884000                112.35
885000                106.69
886000                104.29
887000                114.08
888000                 94.45
889000                101.23
890000                 99.60
891000                113.09
892000                 98.04
893000                 99.58
894000                 99.59
895000                 99.53
896000                113.85
897000                 98.40
898000                 99.59
899000                 99.06
900000                 99.99
901000                114.29
902000                100.16
903000                103.22
904000                105.21
905000                105.00
906000                114.80
907000                101.48
908000                102.84
909000                102.89
910000                105.78
911000                122.01
912000                101.25
913000                100.94
914000                101.27
915000                101.14
916000                115.26
917000                 99.44
918000                101.15
919000                101.46
920000                101.22
921000                115.38
922000                101.41
923000                101.96
924000                101.70
925000                102.16
926000                115.49
927000                101.63
928000                101.25
929000                101.40
930000                101.99
931000                115.33
932000                101.75
933000                101.84
934000                101.48
935000                115.06
936000                103.10
937000                101.96
938000                102.20
939000                102.44
940000                116.94
941000                104.78
942000                110.25
943000                116.63
944000                111.81
945000                107.52
946000                107.81
947000                106.70
948000                115.84
949000                105.03
950000                106.50
951000                103.86
952000                104.27
953000                103.26
954000                115.42
955000                103.05
956000                104.25
957000                104.73
958000                106.90
959000                107.38
960000                117.24
961000                104.27
962000                105.27
963000                106.12
964000                108.22
965000                119.78
966000                109.17
967000                111.39
968000                111.39
969000                119.28
970000                110.27
971000                111.03
972000                113.79
973000                119.01
974000                112.66
975000                111.95
976000                126.95
977000                111.78
978000                113.01
979000                113.75
980000                120.67
981000                112.02
982000                113.58
983000                129.69
984000                102.74
985000                111.08
986000                114.85
987000                124.69
988000                112.11
989000                115.66
990000                109.60
991000                120.58
992000                112.06
993000                113.57
994000                125.20
995000                111.40
996000                119.73
997000                130.79
998000                109.37
999000                115.85
1000000               130.55
1001000               110.41
1002000               119.31
1003000               115.33
1004000               123.56
1005000               115.21
1006000               112.86
1007000               127.85
1008000               113.00
1009000               116.28
1010000               115.64
1011000               127.08
1012000               109.98
1013000               118.50
1014000               115.46
1015000               125.21
1016000               117.75
1017000               120.66
1018000               131.10
1019000               117.65
1020000               120.00
1021000               128.59
1022000               113.32
1023000               122.70
1024000               131.07
