	4	1075.21435546875
	8	13.165696144104004
	16	1.9788479804992676
	32	2.929663896560669
	64	2.1872639656066895
	128	1.8955520391464233
	256	2.265120029449463
	512	2.357664108276367
	1024	2.332672119140625
	2048	2.183199882507324
	4096	2.496864080429077
	8192	2.549760103225708
	16384	2.0500481128692627
	32768	2.590847969055176
	65536	2.361759901046753
	131072	3.2936320304870605
	262144	2.5950400829315186
	524288	2.021120071411133
	1048576	15.321023941040039
	2097152	11.484448432922363
	4194304	17.833152770996094
	8388608	16.66988754272461
	16777216	16.243295669555664
	33554432	51.28556823730469
	67108864	37.59523010253906
	134217728	67.03727722167969
	268435456	163.99533081054688
	536870912	282.1571350097656
