4	787.596923828125
8	2.8282880783081055
16	3.041088104248047
32	3.481600046157837
64	2.8119680881500244
128	2.752511978149414
256	2.9122560024261475
512	3.0907199382781982
1024	3.4344959259033203
2048	2.7331199645996094
4096	2.4460480213165283
8192	3.176448106765747
16384	3.5081920623779297
32768	3.3614718914031982
65536	4.603903770446777
131072	4.082240104675293
262144	5.296448230743408
524288	5.847519874572754
1048576	9.77724838256836
2097152	18.60915184020996
4194304	24.11676788330078
8388608	31.895872116088867
16777216	75.4691162109375
33554432	140.46412658691406
67108864	181.25225830078125
134217728	384.7921447753906
268435456	843.8963623046875
536870912	1950.4171142578125
