	4	1390.2581787109375
	8	15.198431968688965
	16	2.5169920921325684
	32	2.7396159172058105
	64	1.5032320022583008
	128	1.8165760040283203
	256	2.044543981552124
	512	1.9627200365066528
	1024	1.8431040048599243
	2048	2.3475520610809326
	4096	2.6646718978881836
	8192	3.639807939529419
	16384	1.8431999683380127
	32768	2.643968105316162
	65536	3.0454399585723877
	131072	3.3603200912475586
	262144	4.077727794647217
	524288	3.998624086380005
	1048576	17.179424285888672
	2097152	4.926271915435791
	4194304	18.453760147094727
	8388608	16.319616317749023
	16777216	24.65488052368164
	33554432	65.63977813720703
	67108864	65.50899505615234
	134217728	141.56600952148438
	268435456	245.7368621826172
	536870912	328.7470703125
